id,label
8704,1
8705,0
8706,1
8707,1
8708,0
8709,0
8710,1
8711,1
8712,1
8713,0
8714,1
8715,1
8716,1
8717,1
8718,1
8719,0
8720,1
8721,1
8722,1
8723,1
8724,1
8725,0
8726,0
8727,1
8728,0
8729,1
8730,0
8731,1
8732,1
8733,1
8734,0
8735,1
8736,1
8737,1
8738,1
8739,1
8740,1
8741,0
8742,1
8743,1
8744,0
8745,1
8746,0
8747,1
8748,1
8749,1
8750,0
8751,0
8752,1
8753,1
8754,1
8755,1
8756,0
8757,1
8758,1
8759,1
8760,1
8761,1
8762,1
8763,1
8764,1
8765,1
8766,1
8767,1
8768,1
8769,1
8770,0
8771,1
8772,1
8773,1
8774,1
8775,1
8776,1
8777,1
8778,1
8779,1
8780,1
8781,1
8782,1
8783,1
8784,1
8785,1
8786,0
8787,0
8788,1
8789,1
8790,1
8791,1
8792,0
8793,0
8794,1
8795,0
8796,1
8797,1
8798,1
8799,1
8800,0
8801,0
8802,1
8803,1
8804,1
8805,1
8806,1
8807,0
8808,1
8809,1
8810,0
8811,0
8812,0
8813,1
8814,1
8815,1
8816,1
8817,1
8818,1
8819,1
8820,1
8821,0
8822,1
8823,1
8824,0
8825,0
8826,1
8827,1
8828,1
8829,0
8830,1
8831,1
8832,1
8833,1
8834,1
8835,0
8836,0
8837,1
8838,1
8839,1
8840,1
8841,0
8842,1
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,1
8850,1
8851,0
8852,1
8853,1
8854,1
8855,0
8856,0
8857,1
8858,1
8859,1
8860,1
8861,1
8862,1
8863,0
8864,1
8865,0
8866,1
8867,1
8868,1
8869,1
8870,0
8871,1
8872,1
8873,0
8874,1
8875,1
8876,1
8877,0
8878,0
8879,0
8880,0
8881,0
8882,1
8883,1
8884,1
8885,0
8886,1
8887,1
8888,0
8889,1
8890,1
8891,0
8892,1
8893,1
8894,1
8895,0
8896,0
8897,1
8898,1
8899,1
8900,1
8901,1
8902,1
8903,0
8904,1
8905,1
8906,1
8907,1
8908,0
8909,1
8910,1
8911,0
8912,1
8913,1
8914,1
8915,1
8916,0
8917,0
8918,1
8919,1
8920,1
8921,1
8922,1
8923,0
8924,1
8925,0
8926,1
8927,1
8928,1
8929,1
8930,0
8931,1
8932,1
8933,1
8934,1
8935,1
8936,1
8937,1
8938,1
8939,1
8940,0
8941,0
8942,1
8943,0
8944,0
8945,1
8946,1
8947,0
8948,1
8949,1
8950,1
8951,1
8952,1
8953,1
8954,1
8955,1
8956,1
8957,1
8958,1
8959,0
8960,1
8961,1
8962,1
8963,0
8964,1
8965,0
8966,1
8967,0
8968,1
8969,1
8970,1
8971,1
8972,1
8973,1
8974,1
8975,1
8976,0
8977,1
8978,0
8979,0
8980,1
8981,1
8982,1
8983,1
8984,0
8985,1
8986,1
8987,1
8988,1
8989,1
8990,0
8991,1
8992,0
8993,1
8994,1
8995,1
8996,1
8997,1
8998,1
8999,1
9000,0
9001,0
9002,1
9003,1
9004,0
9005,1
9006,1
9007,0
9008,1
9009,0
9010,1
9011,1
9012,1
9013,1
9014,0
9015,1
9016,1
9017,0
9018,1
9019,1
9020,0
9021,1
9022,1
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,1
9034,0
9035,1
9036,1
9037,1
9038,1
9039,1
9040,1
9041,0
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9048,1
9049,1
9050,0
9051,1
9052,1
9053,1
9054,1
9055,1
9056,0
9057,1
9058,1
9059,0
9060,1
9061,1
9062,1
9063,0
9064,1
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,0
9075,0
9076,1
9077,0
9078,1
9079,1
9080,1
9081,0
9082,0
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,0
9090,1
9091,1
9092,0
9093,1
9094,0
9095,0
9096,1
9097,1
9098,0
9099,1
9100,1
9101,1
9102,1
9103,1
9104,0
9105,1
9106,0
9107,0
9108,1
9109,0
9110,0
9111,1
9112,1
9113,0
9114,1
9115,1
9116,1
9117,1
9118,1
9119,1
9120,1
9121,0
9122,1
9123,1
9124,0
9125,1
9126,1
9127,1
9128,1
9129,0
9130,1
9131,1
9132,1
9133,1
9134,0
9135,1
9136,1
9137,1
9138,1
9139,1
9140,0
9141,1
9142,1
9143,1
9144,1
9145,1
9146,0
9147,1
9148,1
9149,1
9150,1
9151,1
9152,1
9153,1
9154,1
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,0
9166,1
9167,0
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9179,1
9180,0
9181,1
9182,1
9183,1
9184,1
9185,1
9186,1
9187,1
9188,1
9189,1
9190,0
9191,1
9192,1
9193,1
9194,1
9195,1
9196,1
9197,1
9198,1
9199,1
9200,1
9201,0
9202,0
9203,1
9204,1
9205,1
9206,1
9207,0
9208,1
9209,0
9210,1
9211,1
9212,0
9213,1
9214,1
9215,1
9216,1
9217,1
9218,1
9219,0
9220,1
9221,0
9222,1
9223,0
9224,0
9225,1
9226,0
9227,0
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,1
9235,1
9236,1
9237,1
9238,0
9239,0
9240,1
9241,1
9242,0
9243,1
9244,1
9245,1
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,0
9255,0
9256,1
9257,1
9258,1
9259,1
9260,0
9261,1
9262,1
9263,0
9264,1
9265,1
9266,1
9267,0
9268,1
9269,1
9270,1
9271,1
9272,0
9273,0
9274,1
9275,0
9276,1
9277,0
9278,0
9279,1
9280,0
9281,1
9282,1
9283,1
9284,0
9285,0
9286,1
9287,0
9288,1
9289,0
9290,1
9291,0
9292,1
9293,0
9294,1
9295,1
9296,1
9297,1
9298,1
9299,1
9300,1
9301,0
9302,0
9303,1
9304,0
9305,1
9306,1
9307,1
9308,1
9309,0
9310,1
9311,1
9312,1
9313,1
9314,1
9315,1
9316,1
9317,0
9318,1
9319,1
9320,0
9321,0
9322,1
9323,0
9324,1
9325,0
9326,0
9327,1
9328,1
9329,1
9330,0
9331,0
9332,0
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,0
9343,1
9344,1
9345,1
9346,0
9347,1
9348,0
9349,1
9350,1
9351,0
9352,1
9353,1
9354,1
9355,1
9356,1
9357,1
9358,0
9359,1
9360,1
9361,0
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,1
9369,1
9370,1
9371,1
9372,0
9373,1
9374,1
9375,1
9376,0
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,1
9384,1
9385,1
9386,1
9387,1
9388,1
9389,1
9390,1
9391,1
9392,0
9393,1
9394,1
9395,1
9396,1
9397,1
9398,0
9399,1
9400,1
9401,1
9402,0
9403,1
9404,1
9405,1
9406,1
9407,1
9408,1
9409,1
9410,1
9411,0
9412,1
9413,1
9414,0
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,1
9423,1
9424,1
9425,0
9426,0
9427,1
9428,0
9429,1
9430,1
9431,1
9432,1
9433,0
9434,1
9435,1
9436,1
9437,1
9438,1
9439,1
9440,0
9441,0
9442,1
9443,0
9444,1
9445,1
9446,1
9447,1
9448,1
9449,1
9450,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,1
9457,1
9458,0
9459,1
9460,1
9461,1
9462,1
9463,1
9464,0
9465,1
9466,1
9467,0
9468,1
9469,0
9470,1
9471,1
9472,1
9473,1
9474,0
9475,1
9476,1
9477,1
9478,1
9479,1
9480,1
9481,0
9482,0
9483,1
9484,1
9485,1
9486,1
9487,0
9488,1
9489,1
9490,1
9491,0
9492,1
9493,0
9494,0
9495,1
9496,1
9497,1
9498,1
9499,0
9500,1
9501,0
9502,1
9503,1
9504,1
9505,1
9506,1
9507,1
9508,0
9509,0
9510,1
9511,1
9512,0
9513,0
9514,1
9515,1
9516,1
9517,1
9518,1
9519,1
9520,1
9521,1
9522,0
9523,1
9524,1
9525,1
9526,1
9527,1
9528,0
9529,1
9530,1
9531,0
9532,1
9533,0
9534,1
9535,1
9536,1
9537,1
9538,1
9539,0
9540,1
9541,1
9542,1
9543,1
9544,1
9545,1
9546,1
9547,1
9548,1
9549,1
9550,0
9551,0
9552,1
9553,0
9554,0
9555,1
9556,1
9557,1
9558,1
9559,0
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,1
9567,1
9568,1
9569,1
9570,0
9571,0
9572,1
9573,0
9574,1
9575,1
9576,1
9577,1
9578,1
9579,1
9580,1
9581,0
9582,1
9583,1
9584,1
9585,1
9586,0
9587,0
9588,1
9589,1
9590,0
9591,1
9592,1
9593,1
9594,0
9595,0
9596,1
9597,1
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,0
9605,1
9606,1
9607,1
9608,1
9609,1
9610,1
9611,0
9612,1
9613,1
9614,1
9615,1
9616,1
9617,1
9618,1
9619,1
9620,1
9621,1
9622,1
9623,0
9624,1
9625,1
9626,0
9627,1
9628,1
9629,0
9630,0
9631,1
9632,1
9633,1
9634,1
9635,1
9636,1
9637,1
9638,1
9639,0
9640,1
9641,0
9642,1
9643,1
9644,1
9645,1
9646,1
9647,1
9648,1
9649,1
9650,1
9651,1
9652,1
9653,1
9654,1
9655,1
9656,1
9657,1
9658,1
9659,1
9660,0
9661,1
9662,1
9663,1
9664,1
9665,1
9666,1
9667,1
9668,1
9669,1
9670,1
9671,0
9672,1
9673,1
9674,1
9675,0
9676,1
9677,0
9678,1
9679,0
9680,1
9681,1
9682,0
9683,0
9684,1
9685,0
9686,1
9687,1
9688,0
9689,1
9690,1
9691,1
9692,1
9693,1
9694,0
9695,0
9696,1
9697,0
9698,1
9699,1
9700,1
9701,1
9702,1
9703,1
9704,0
9705,1
9706,1
9707,0
9708,1
9709,1
9710,0
9711,0
9712,1
9713,0
9714,1
9715,1
9716,1
9717,1
9718,0
9719,0
9720,1
9721,1
9722,1
9723,1
9724,1
9725,1
9726,1
9727,1
9728,0
9729,1
9730,1
9731,1
9732,1
9733,1
9734,1
9735,1
9736,1
9737,1
9738,1
9739,0
9740,0
9741,1
9742,1
9743,0
9744,1
9745,1
9746,0
9747,1
9748,0
9749,1
9750,1
9751,1
9752,1
9753,1
9754,1
9755,1
9756,1
9757,1
9758,0
9759,0
9760,0
9761,1
9762,0
9763,0
9764,1
9765,0
9766,1
9767,1
9768,0
9769,1
9770,1
9771,1
9772,1
9773,1
9774,1
9775,0
9776,1
9777,0
9778,1
9779,1
9780,1
9781,1
9782,1
9783,1
9784,1
9785,0
9786,1
9787,0
9788,1
9789,1
9790,1
9791,1
9792,0
9793,1
9794,0
9795,1
9796,1
9797,1
9798,0
9799,1
9800,1
9801,0
9802,0
9803,1
9804,1
9805,1
9806,1
9807,1
9808,1
9809,1
9810,1
9811,1
9812,1
9813,0
9814,1
9815,0
9816,1
9817,1
9818,1
9819,1
9820,1
9821,1
9822,1
9823,1
9824,1
9825,1
9826,1
9827,1
9828,1
9829,1
9830,1
9831,0
9832,1
9833,0
9834,1
9835,1
9836,1
9837,1
9838,1
9839,1
9840,1
9841,1
9842,0
9843,1
9844,0
9845,1
9846,1
9847,1
9848,1
9849,0
9850,0
9851,1
9852,1
9853,1
9854,1
9855,1
9856,0
9857,1
9858,1
9859,1
9860,1
9861,1
9862,1
9863,1
9864,1
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,1
